english,russian
sect,секта
sectarianism,сектантство
sectary,диссидент
sectional,разборный
sectionalism,сектантство
sectionalization,секционирование
sectioned,разделенный
sectioning,секционирование
sectoral,секторный
sectoring,разметка
secular,вековой
secularism,секуляризм
secularist,секулярист
secularistic,секуляристический
secularization,секуляризация
secularize,секуляризировать
secund,односторонний
secundines,послед
secundus,младший
securely,надежно
securement,обеспечение
secureness,защищенность
secures,защищать
security,безопасность
sedan,седан
sedate,степенный
sedately,степенно
sedateness,уравновешенность
sedation,успокоение
sedative,успокоительное
sedent,сидячий
sedentariness,оседлость
sedentary,малоподвижный
sederunt,совещание
sedge,осока
sedges,осока
sedicious,мятежный
sediment,осадок
sedimentary,осадочный
sedimentation,осаждение
sedition,подстрекательство
seditionist,подстрекатель
seditious,подстрекательский
seduce,соблазнять
seducer,соблазнитель
seduction,обольщение
seductions,соблазнение
seductive,соблазнительный
seductress,соблазнительница
sedulous,прилежный
sedulously,прилежно
sedulousness,прилежность
seeable,видимый
seeder,сеялка
seedily,убого
seediness,потрепанность
seeding,подсев
seedings,рассада
seedless,бессемянный
seedling,саженец
seeker,искатель
seeming,кажущийся
seemingness,видимость
seemings,видимость
seemliness,приличие
seemly,приличный
seen,видеть
seep,просачиваться
seepage,утечка
seer,провидец
seeress,пророчица
sees,видеть
seesaw,качели
seesawed,качаться
seethe,бурлить
seethingly,бурля
segmental,сегментный
segmentation,сегментация
segregate,отделять
segregation,изоляция
segregationist,сегрегационист
segregative,сегрегационный
segue,переходить
seignior,сеньор
seigniorial,феодальный
seimans,сименс
seimens,сименс
seiner,сейнер
seismic,сейсмический
seismical,сейсмический
seismically,сейсмически
seismicity,сейсмичность
seismogram,сейсмограмма
seismographer,сейсмограф
seismographic,сейсмографический
seismography,сейсмография
seismological,сейсмологический
seismologist,сейсмолог
seismology,сейсмология
seismometer,сейсмометр
seismometric,сейсмометрический
seisms,сейсм
seize,захватывать
seized,захватывать
seizer,захватчик
seizes,захватывать
seizing,захватывать
seizure,захват
seizures,приступ
seldom,редко
selectable,избирательный
selectee,призывник
selection,выбор
selectionist,селекционист
selections,выбор
selective,выборочный
selectively,выборочно
selectiveness,избирательность
selectivity,избирательность
selectness,избранность
selectron,селектрон
selects,выбирать
selenga,селенга
selenic,селеновый
selenite,селенит
selenium,селен
selenographer,селенограф
selenography,селенография
selenology,селенология
self,само
self-centred,эгоцентричный
self-command,самообладание
self-conceit,самомнение
self-conceited,чванливый
self-conscious,застенчивый
self-control,самообладание
self-denial,самоотречение
self-dual,самодвойственный
self-enumeration,саморегистрация
self-evident,очевидный
self-learning,самообучающийся
self-management,самоуправление
self-organizing,самоорганизующийся
self-possession,самообладание
self-reliant,самоуверенный
self-seeking,своекорыстный
selfish,эгоистичный
selfishly,эгоистично
selfishness,эгоистичность
selfless,самоотверженный
selflessly,самоотверженно
selflessness,самоотверженность
selfpropelled,самоходный
selfserving,самообслуживающий
seller,продавец
sellout,распродажа
selsyn,сельсин
seltzer,сельтерская
selvage,кромка
semanteme,семантема
semantic,семантический
semantical,семантический
semantically,семантически
semantics,семантика
semaphoring,сигнализировать
semasiological,семасиологический
semasiology,семасиология
sematology,сематология
semblance,подобие
semeiology,семиотика
sememe,семема
semen,сперма
semester,семестр
semestral,семестровый
semestrial,семестровый
semi,полу
semi-,полу-
semi-final,полуфинал
semiactive,полуактивный
semiannual,полугодовой
semiaquatic,полуводный
semiarid,полупустынный
semiautomatic,полуавтоматический
semiautonomous,полуавтономный
semicircle,полукруг
semicircular,полукруглый
semicivilized,полуцивилизованный
semiclassical,полуклассический
semiclassically,полуклассически
semiconducting,полупроводящий
semiconscious,полубессознательный
semicrystalline,полукристиллический
semicustom,полузаказной
semidarkness,полутьма
semidependence,полузависимость
semidependent,полузависимый
semidependently,полузависимо
semidesert,полупустыня
semidetached,полуприкрепленный
semidivine,полубессмертный
semidry,полусухой
semiempirical,полуэмпирический
semifictional,полуфиктивный
semifictionally,полуфиктивно
semifinalist,полуфиналист
semifinals,полуфинал
semifinished,полузавершенный
semifixed,полуфиксированный
semiformal,полуформальный
semiformed,полусформированный
semifrozen,полузамороженный
semigraphic,псевдографический
semigroup,полугруппа
semihuman,получеловек
semijoin,полусоединение
semilegendary,полулегенжарный
semiliterate,малограмотный
semilunar,полулунный
semimature,полузрелый
semimystical,полумистический
semimythical,полумифический
seminal,семенной
seminally,плодотворно
seminar,семинар
seminarian,семинарист
seminarist,семинарист
seminary,семинария
semination,распространение
seminole,семинола
seminormal,полунормальный
seminude,полураздетый
seminudity,полуодетость
semiofficial,полуофициальный
semiopaque,полупрозрачный
semiotics,семиотика
semipermeable,полупроницаемый
semipolitical,полуполитический
semiprecious,полудрагоценный
semipro,полупрофи
semiprune,полусращивание
semirefined,полуочищенный
semiresolute,полутвердый
semirigid,полужесткий
semiring,полукольцо
semirural,полупровинциальный
semis,полуфабрикат
semisatirical,полусатирический
semisatirically,полусатирически
semiserious,полусерьезный
semisocialistic,полусоциалистический
semisoft,полумягкий
semisolid,полутвердый
semisphere,полушарие
semistor,семистор
semistructured,слабоструктурированный
semisweet,полусладкий
semite,семит
semitheoretical,полуэмпирический
semitic,семитский
semitism,семитизм
semitraditional,полутрадиционный
semitrailer,полуприцеп
semitranslucent,полупрозрачный
semitransparent,полупрозрачный
semitropical,субтропический
semitruthful,полуискренний
semiurban,полугородской
senary,шестеричный
senate,сенат
senator,сенатор
senatorial,сенаторский
send,посылать
sendoff,проводы
seneca,сенека
senegal,сенегал
senescence,старение
senescent,стареющий
senile,старческий
senior,старший
seniority,старшинство
seniors,старший
senitization,раздражение
senna,сенна
senor,сеньор
senora,сеньора
senorita,сеньорита
sensate,ощущать
sensational,сенсационный
sensationalism,сенсационность
sensationalist,сенсуалист
sensationally,сенсационно
sensationism,чувственность
senseless,бессмысленный
senselessly,бессмысленно
senselessness,бессмысленность
sensibility,чувствительность
sensible,значительный
sensibleness,значительность
sensibly,разумно
sensitive,чувствительный
sensitively,чувствительно
sensitiveness,чувствительность
sensitivity,чувствительность
sensitizable,проявляющийся
sensitization,активизация
sensitizer,сенсибилизатор
sensitizing,активизация
sensitometer,сенситометр
sensitometric,сенситометрический
sensory,сенсорный
sensual,чувственный
sensualist,сенсуалист
sensuality,чувственность
sensually,чувственно
sensualness,чувственность
sensuous,чувственный
sensuously,чувственно
sensuousness,чувственность
sentential,пропозициональный
sententious,сентенциозный
sententiously,нравоучительно
sententiousness,сентенциозность
sentient,чувствующий
sentiment,чувство
sentimental,сентиментальный
sentimentalism,сентиментализм
sentimentalist,сентименталист
sentimentality,сентиментальность
sentimentalize,сентиментальничать
sentimentally,сентиментально
sentinel,часовой
sentry,часовой
seoul,сеул
sep,#сент
sepal,чашелистик
separability,отделимость
separable,разделимый
separably,раздельно
separately,отдельно
separateness,разделенность
separates,разделять
separation,разделение
separations,разделение
separatism,сепаратизм
separatist,сепаратист
separative,разделительный
separator,разделитель
separatory,разделительный
seperatism,сепаратизм
sepsis,сепсис
sept,#сент
septa,перегородка
septenary,семеричный
septic,септический
septicemia,сепсис
septum,перегородка
sepulchers,погребать
sepulchral,могильный
sepulchrally,замогильно
sequel,результат
sequence,последовательность
sequenced,упорядоченный
sequencer,секвенсер
sequencing,упорядочение
sequent,следующий
sequential,последовательный
sequentiality,упорядоченность
sequentialization,композиционность
sequentially,последовательно
sequesrum,секвестр
sequesters,сегрегировать
sequestra,секвестр
sequestrate,секвестровать
sequestrator,секвестратор
sequoia,секвойя
sera,сыворотка
seraglio,сераль
seraph,серафим
seraphic,ангельский
seraphically,ангельски
seraphim,серафим
serb,серб
serbia,сербия
sere,увядший
serenade,серенада
serendipitous,везучий
serendipity,везучесть
serene,безоблачный
serenely,невозмутимо
sereneness,чистота
serenity,спокойствие
serf,крепостной
serfdom,крепостничество
serfing,серфинг
sergeant,сержант
serial,последовательный
serializability,упорядочиваемость
serializable,упорядочиваемый
serially,периодически
seriatim,сериями
sericeous,шелковистый
sericin,серицин
sericitic,серицитовый
sericulture,шелководство
sericulturist,шелковод
serif,засечка
serigraph,шелкография
serigrapher,шелкограф
serigraphy,шелкография
serious,серьезный
seriously,серьезно
seriousness,серьезность
sermon,проповедь
sermonize,проповедовать
serologic,серологический
serological,серологический
serologist,серолог
serology,серология
serous,сывороточный
serpent,змея
serpentine,змеевидный
serrate,зубчатый
serrated,зубчатый
serum,сыворотка
serv,услуга
servant,слуга
server,инф)сервер
serviceable,пригодный
serviceableness,пригодность
serviceably,пригодно
servicewoman,военнослужащая
servient,подчиненный
serviette,салфетка
servile,раболепный
servilely,раболепно
servility,раболепие
servings,порция
servitor,слуга
servitude,рабство
servitudes,рабство
servocontrol,сервоуправление
servodrive,сервопривод
servomechanism,сервомеханизм
servomotor,сервомотор
servos,сервомеханизм
servosupply,сервопривод
sesquipedal,полуторафутовый
sesquipedalian,полуторафутовый
sess,#сесс
sessile,сидячий
sessional,сессионный
set-down,отпор
setback,неудача
setforth,выражать
setoff,контраст
settee,диванчик
settleable,урегулируемый
settler,поселенец
setups,установка
sevens,семерка
seventeenth,семнадцатый
seventh,седьмой
seventieth,семидесятый
sever,разрывать
severability,отделимость
severable,отделимый
several,различный
severally,отдельно
severance,разрыв
severe,серьезный
severely,сильно
severeness,суровость
severing,разрывать
severs,разрывать
sew,шить
sewerage,канализация
sewers,портной
sexadecimal,шестнадцатеричный
sexagenarian,шестидесятилетний
sexes,пол
sexfoil,шестилистник
sexily,сексуально
sexiness,сексуальность
sexism,сексизм
sexist,сексист
sexivalent,шестивалентный
sexless,бесполый
sexlessly,бесполо
sexlessness,бесполость
sexologist,сексолог
sexology,сексология
sextain,шестистишие
sextan,шестидневный
sextant,секстант
sextet,секстет
sextette,секстет
sexton,пономарь
sexual,сексуальный
sexuality,сексуальность
sexually,сексуально
sexy,сексуальный
shabbily,бедно
shabbiness,убогость
shack,хижина
shacked,проживать
shad,алоза
shadeful,тенистый
shadeless,открытый
shadily,темно
shadiness,тенистость
shadowed,затененный
shadower,преследователь
shadowiness,темнота
shadowy,темный
shads,алоза
shady,темный
shafted,прилаживать
shaftman,проходчик
shaggily,шероховато
shagginess,шероховатость
shaggy,лохматый
shah,шах
shake-hands,рукопожатие
shakedown,вымогательство
shaken,трясти
shaker,шейкер
shakes,трясти
shakespeare,шекспир
shakespearean,шекспировский
shakeup,перетряска
shakily,нетвердо
shakiness,шаткость
shallop,шлюп
shallot,шалот
shallowness,мелкость
shallows,отмель
shaly,сланцеватый
sham,подделка
shaman,шаман
shamanism,шаманство
shambles,разгром
shamefaced,пристыженный
shamefacedly,пристыженно
shamefacedness,пристыженность
shameful,позорный
shamefully,позорно
shamefulness,позор
shameless,бесстыдный
shamelessly,бесстыдно
shamelessness,бесстыдство
shames,стыдить
shammer,поддельщик
shamrock,трилистник
shams,подделка
shanghai,шанхай
shank,голень
shannon,шеннон
shantung,шантунг
shanty,хибара
shapeless,бесформенный
shapelessly,бесформенно
shapelessness,бесформенность
shapeliness,стройность
shapely,стройный
shaper,формирователь
shapeup,группа
sharable,общий
shard,черепок
shareable,общий
sharecropper,испольщик
shareholder,акционер
sharer,пайщик
sharif,шариф
shark,акула
sharkskin,шагрень
sharp-sighted,зоркий
sharp-witted,остроумный
sharpen,точить
sharpener,точилка
sharpest,лучший
sharpie,шарпи
sharpies,шарпи
sharply,остро
sharpness,резкость
sharpshooter,снайпер
shashlik,шашлык
shatter,разрушать
shattering,сокрушительный
shatteringly,сокрушительно
shatterproof,небьющийся
shavegrass,хвощ
shaver,электробритва
shavings,стружка
shaw,шоу
shawl,шаль
shawn,шон
shay,фаэтон
she-wolf,волчица
sheaf,сноп
shearer,стригальщик
shearing,стрижка
sheatfish,сом
sheath,ножны
sheaths,ножны
sheave,шкив
shebang,дело
sheboygan,шебойган
shed,распространять
sheen,блеск
sheens,блеск
sheeny,сияющий
sheep,овца
sheep-dog,овчарка
sheep-fold,овчарня
sheepdog,овчарка
sheepfold,овчарня
sheepish,застенчивый
sheepishly,робко
sheepishness,робость
sheepskins,овчина
sheered,отклоняться
sheering,отклоняться
sheerly,абсолютно
sheerness,легкость
sheers,отклоняться
sheeted,слоистый
sheeting,обшивка
sheik,шейх
sheldrake,пеганка
shelf,полка
shell,оболочка
shell-fish,моллюск
shellac,шеллак
shellack,шеллак
shellak,шеллак
shellcrater,воронка
shelley,шелли
shellfish,моллюск
shelling,шелушение
shells,оболочка
shelly,шелли
sheltered,укрывать
sheltering,укрывать
shelterless,бесприютный
shelving,стеллаж
shelvy,нависающий
shenanigan,чудачество
shepherdess,пастушка
sherardizing,оцинковывание
sherbet,шербет
sheriff,шериф
sherlock,шерлок
sherpa,шерпа
sherries,херес
sherry,херес
shetland,шетландский
sheva,шива
shiah,шиит
shiatsu,шиатсу
shibah,шива
shibboleth,шибболет
shieldwall,экран
shifted,перемещать
shiftily,изобретательно
shiftiness,ловкость
shiftless,бездейственный
shiftlessly,лениво
shiftlessness,беспомощность
shifty,изобретательный
shillelagh,дубинка
shilling,шиллинг
shills,зазывала
shimmeringly,мерцая
shimmers,мерцать
shimmery,мерцающий
shimmies,вибрировать
shin,голень
shindig,вечеринка
shined,сиять
shiner,гольян
shingle,дранка
shingler,кровельщик
shingles,лишай
shinguard,щиток
shinily,лоснясь
shininess,блеск
shinned,карабкаться
shinney,хоккей
shinning,карабкаться
shinny,карабкаться
shinto,синтоизм
shintoism,синтоизм
shintoist,синтоист
shintoistic,синтоистский
shiny,лоснящийся
shipbuilder,судостроитель
shipbuilding,судостроение
shipload,грузовместимость
shipowner,судовладелец
shippable,отправляемый
shipper,грузоотправитель
shipwreck,кораблекрушение
shipwrecks,кораблекрушение
shipyard,верфь
shire,графство
shirk,уклоняться
shirker,прогульщик
shirley,ширли
shirt,рубашка
shirted,покрытый
shish,шиш
shit,дерьмо
shithead,засранец
shiv,финка
shiva,шива
shiveringly,дрожа
shivery,ломкий
shivs,финка
shoat,поросенок
shockingly,потрясающе
shockproof,противоударный
shod,обувать
shoddily,некачественно
shoddiness,недоброкачественность
shoed,обувать
shoehorn,рожок
shoeing,обувать
shoelace,шнурок
shoemaker,сапожник
shoes,туфля
shoestring,шнурок
shoetree,колодка
shone,сиять
shoo,шикать
shook,трясти
shoos,шикать
shooter,стрелок
shootout,перестрелка
shop-window,витрина
shopkeeper,лавочник
shopper,покупатель
shore,берег
shored,подпирать
shoreland,берег
shoreless,безбрежный
shoreline,побережье
shoreside,берег
shoring,подпирать
short-sighted,близорукий
short-term,краткосрочный
shortage,нехватка
shortages,нехватка
shortchange,обсчитывать
shortcoming,недостаток
shorten,сокращать
shortener,жир
shorter,короче
shortfall,дефицит
shortfalls,дефицит
shorthand,стенография
shorthorn,шортгорн
shortly,кратко
shortness,короткость
shorts,шорты
shortsighted,близорукий
shortsightedly,близоруко
shortsightedness,близорукость
shortwave,коротковолновик
shorty,коротышка
shoshonean,шошонский
shoshoni,шошони
shoshonis,шошони
shot-gun,дробовик
shotgun,дробовик
shots,выстрел
shoulders,плечо
shouter,крикун
shove,толкать
show-case,витрина
showcase,витрина
showdown,развязка
showery,ливневый
showily,эффектно
showiness,эффектность
showman,антерпренер
showmanship,антрепренерство
showoff,показуха
showpiece,экспонат
showplace,достопримечательность
shows,показывать
showup,разоблачение
showy,эффектный
shrank,сжимать
shrapnel,шрапнель
shredder,измельчитель
shrew,землеройка
shrewd,практичный
shrewdly,проницательно
shrewdness,проницательность
shrewish,сварливый
shrewishness,сварливость
shrift,расправа
shrike,сорокопут
shrillness,пронзительность
shrilly,пронзительный
shrimp,креветка
shrine,святыня
shrines,усыпальница
shrinkable,мнущийся
shrinkage,усадка
shrinkages,усадка
shrinks,уменьшать
shrivel,сморщиваться
shrovetide,масленица
shrub,куст
shrubbery,кустарник
shrubby,кустарниковый
shrunk,сжимать
shrunken,сжатый
shucker,шелушитель
shudderingly,дрожа
shuffle,перемещать
shuffleboard,шафлборд
shuffler,сдающий
shun,избегать
shunter,стрелочник
shut,закрывать
shutdown,выключение
shutdowns,остановка
shute,желоб
shuteye,сон
shutoff,остановка
shutout,сухая
shutouts,локаут
shuttlecock,волан
shyly,застенчиво
shyness,робость
shyster,стряпчий
siam,сиам
siberia,сибирь
sibilance,шипение
sibilation,присвист
sibyl,сивилла
sibylline,пророческий
sibyls,пророчица
sicily,сицилия
sick,больной
sicken,заболевать
sickeningly,отвратительно
sickish,тошнотворный
sickle,серп
sickliness,болезненность
side-path,тротуар
sidebar,контур
sideboard,буфет
sideburns,бакенбард
sidecar,коляска
sided,сторонный
sidedness,сторонность
sidelines,обособленность
sidelong,косой
sideman,музыкант
sidepiece,край
sidercar,коляска
sidereal,звездный
siderite,сидерит
sides,сторона
sideshow,интермедия
sideslipped,скользить
sidesplitting,неудержимый
sidestepper,уклоняющийся
sideswipe,проводить
sidewalk,тротуар
sidlingly,бочком
sidney,сидней
siecle,век
siege,блокада
sieges,блокада
siemens,сименс
sienna,сиена
sierra,сьерра
siesta,сиеста
sift,просеивать
sifter,сито
siftings,отруби
sigher,вздыхатель
sight,зрение
sighted,видящий
sighting,обнаружение
sightless,невидящий
sightliness,благообразие
sightly,живописный
sightseer,турист
sigma,сигма
signaler,сигнальщик
signalization,сигнализация
signalize,сигнализировать
signaller,сигнальщик
signally,заметно
signalman,сигнальщик
signatures,подпись
signer,подписавший
signet,печатка
significance,значение
significand,мантисса
significant,значимый
significantly,значительно
signification,означение
signify,значить
signoff,выход
signor,синьор
signora,синьора
signore,синьор
signori,синьор
signorina,синьорина
signorine,синьорина
sikh,сикх
sikhism,сикхизм
silage,силос
silastic,силастик
silencer,глушитель
sileni,силен
silently,молча
silentness,тишина
silenus,силен
siler,цедилка
silex,кремнезем
silhouette,силуэт
silhouetted,вырисовываться
silhouetting,вырисовываться
silica,кремнезем
silicate,силикат
siliceous,кремнистый
silicic,кремниевый
silicide,силицид
silicosis,силикоз
silicotic,силикозный
silken,шелковистый
silkily,шелковисто
silky,шелковистый
sill,подоконник
silliness,глупость
silly,глупый
siltation,засорение
silty,илистый
silures,силур
silurian,силурийский
silurus,сом
silverer,зеркальщик
silverfish,тарпон
silveriness,серебристость
silvery,серебристый
sima,геол)сима
simar,накидка
similarities,сходство
similarity,сходство
similarly,аналогично
simile,сравнение
similitude,сходство
simmer,кипятить
simonize,симонизировать
simony,симония
simoom,самум
simpatico,приятный
simper,ухмыляться
simperingly,ухмыляясь
simple,простой
simple-hearted,наивный
simpleminded,слабоумный
simplemindedly,глупо
simpleness,простота
simpleton,простак
simpliciter,безусловно
simplicities,простота
simplicity,простота
simplification,упрощение
simplifies,упрощать
simplify,упрощать
simplifying,упрощать
simplistic,упрощенческий
simplistically,упрощенчески
simply,просто
simulant,имитант
simular,модель
simulate,имитировать
simulative,имитирующий
simulator,имитатор
simulitude,сходство
simultaneity,синхронность
simultaneous,одновременный
simultaneously,одновременно
sin,грех
sinai,синай
sinatra,синатра
sincere,искренний
sincerely,искренне
sincerity,искренность
sinclair,синклер
sine,синус
sinecure,синекура
sinew,сухожилие
sinewy,жилистый
sinfonia,увертюра
sinful,грешный
sinfully,грешно
sinfulness,грешность
sing,петь
singapore,сингапур
singe,опаливать
singer,певец
singes,опаливать
singhalese,сингал
single,единственный
single-step,пошаговый
single-track,одноколейный
singledeck,однопалубный
singleness,отделенность
singles,одиночка
singlet,фуфайка
singletree,вага
singly,поодиночке
sings,петь
singsong,монотонный
singular,единственный
singularity,особенность
singularly,исключительно
sinilog,синолог
sinister,зловещий
sinisterly,зловеще
sinkable,погружаемый
sinker,грузило
sinless,безгрешный
sinlessness,безгрешность
sinned,грешить
sinner,грешник
sinning,грешить
sinologist,синолог
sinologue,синолог
sinology,синология
sinuate,извилистый
sinuatrial,синусно-предсердный
sinuosity,извилистость
sinuous,извилистый
sinuously,извилисто
sinus,пазуха
sinusitis,синусит
sinusoidal,синусоидальный
sion,сион
sioux,сиу
sip,глоток
siphon,сифон
siphonage,сифонирование
siphonal,сифонный
siphoned,сифонированный
siphonic,сифонный
siphoning,сифонирование
sipped,потягивать
sipping,потягивать
sir,сэр
siren,сирена
sirius,сириус
sirloin,филе
sirocco,сирокко
sirs,сэр
sis,сестра
sisal,сизаль
siskin,чиж
sissified,изнеженный
sissy,неженка
sisterly,сестринский
sistine,сикстинский
sisyphean,сизифов
sisyphus,сизиф
sit,сидеть
sitar,ситара
siting,располагать
sitting-room,гостиная
sitty,дерьмовый
situ,позиция
situate,располагать
situation,ситуация
situational,ситуационный
situations,ситуация
situp,поднимание
situs,положение
sitz,зитц
siva,шива
sixfold,шестикратный
sixpence,шестипенсовик
sixteenth,шестнадцатый
sixth,шестой
sixtieth,шестидесятый
sizable,значительный
sizableness,значительность
sizably,значительно
size,разм)размер
sizeable,значительный
sizings,размер
sizzle,шипеть
skald,скальд
skater,конькобежец
skedaddle,улепетывать
skein,моток
skeletal,скелетный
skeletally,скелетно
skelter,мчаться
skeptic,скептик
skeptical,скептический
skeptically,скептически
skepticism,скептицизм
skeptisism,скептицизм
sketcher,зарисовщик
sketchily,схематически
sketchiness,схематичность
sketchy,схематический
skewer,вертел
skewered,пронизывать
skewering,пронизывать
skewers,пронизывать
skewness,асимметрия
skews,перекашивать
skiddy,скользящий
skidmarks,след
skier,лыжник
skies,небеса
skiff,скиф
skilfully,умело
skilfulness,умение
skill,умение
skilled,квалифицированный
skillet,сковорода
skillfully,умело
skillfulness,искусность
skimmer,шумовка
skimp,скупиться
skimpily,скупо
skimpiness,скупость
skimpy,скудный
skin-deep,поверхностный
skinflint,скряга
skinned,ободранный
skinner,кожевник
skinniness,худоба
skinny,худой
skintight,облегающий
skipper,шкипер
skirt,юбка
skis,лыжа
skit,скетч
skittishly,изменчиво
skittle,кегля
skittle-alley,кегельбан
skittles,кегля
skivvy,белье
skulduggery,надувательство
skulk,красться
skulker,бездельник
skulkish,крадущийся
skull,череп
skullcap,ермолка
skullduggery,надувательство
skunk,скунс
skunking,обыграть
skyblue,небесно-голубой
skycap,носильщик
skydiver,парашютист
skyhawk,ястреб
skyjacker,захватчик
skylark,жаворонок
skylarked,резвиться
skylarker,шалун
skyline,очертание
skyrise,небоскреб
skyscraper,небоскреб
slab,кусок
slacken,ослаблять
slacker,лентяй
slackly,ослабленно
slackness,недогрузка
slacks,брюки
slag,шлак
slain,убивать
slake,утолять
slaken,замедлять
slaker,известегаситель
slalom,слалом
slammed,швырять
slammer,тюрьма
slanderer,клеветник
slanderous,клеветнический
slanderously,клеветнически
slanginess,жаргонность
slangy,слэнговый
slantingly,наклонно
slantwise,наискось
slaphappy,обалделый
slapsticks,хлопушка
slasher,рубака
slat,планка
slate,сланец
slated,устанавливать
slater,кровельщик
slates,устанавливать
slathered,расточать
slathers,расточать
slats,плитка
slattern,неряха
slatternly,неряшливо
slaughterer,мясник
slaughterhouse,бойня
slav,славянин
slaved,надрываться
slavegirl,рабыня
slaveowner,рабовладелец
slavered,слюнявить
slavering,слюнявить
slaverously,подхалимски
slavery,рабство
slavic,славянский
slavish,рабский
slavishly,рабски
slavishness,рабство
slavonic,славянский
slavophile,славянофил
slavs,славянин
slaw,салат
slay,убивать
slayer,убийца
sleaze,ненадежность
sleazily,убого
sleaziness,убогость
sled,сани
sledge,сани
sledgehammer,молот
sledges,сани
sleds,сани
sleek,гладкий
sleekly,гладко
sleekness,разглаженность
sleeks,приглаживать
sleep-walker,лунатик
sleeper,спящий
sleepily,сонливо
sleepiness,сонливость
sleepless,бессонный
sleeplessness,бессоница
sleepwalker,лунатик
sleepwalking,лунатизм
sleepy,сонный
sleepyhead,соня
sleetcold,ледяной
sleety,слякотный
sleeve,рукав
sleeveless,безрукавный
sleighs,сани
sleight,ловкость
slenderly,стройно
slenderness,стройность
sleuth,ищейка
slicer,ломтерезка
slickly,скользко
slickness,скользкость
slicks,полировать
slid,скользить
slidable,скользящий
slidably,скользко
slider,движок
slideway,направляющая
slighted,пренебрегать
slightest,малейший
slighting,пренебрегать
slightly,немного
slightness,незначительность
slights,пренебрегать
slimdump,машина
slime,слизь
sliminess,слизистость
slimly,стройно
slimmed,худеть
slimness,стройность
slims,худеть
slimy,гадкий
sling,ремень
slinging,бросать
slings,бросать
slingshot,рогатка
slink,ускользать
slinkingly,изящно
slinky,изящный
slipcover,чехол
slippage,проскальзывание
slippages,проскальзывание
slipperiness,скользкость
slippery,скользкий
slips,скользить
slipshod,небрежный
slipup,ошибка
slither,скользить
slithery,скользкий
sliver,щепка
slivers,расщеплять
slob,неряха
slobbery,слюнявый
sloe,терн
slog,пробираться
slogan,лозунг
sloop,шлюп
slop,мусор
slope,уклон
sloped,наклонный
sloping,наклонный
slopped,проливаться
sloppily,небрежно
sloppiness,неряшливость
slopping,наклон
sloppy,неаккуратный
slops,помои
sloshy,сентиментальный
sloth,ленивец
slothful,инертный
slothfulness,медлительность
slotted,шлицованный
slouch,сутулиться
slouchingly,сутулясь
slouchy,сутулый
sloughy,топкий
slovakia,словакия
sloven,неряха
slovene,словенец
slovenliness,неряшество
slovenly,неряшливый
slow-worm,медяница
slowdown,снижение
slowdowns,снижение
slowed,снижать
slower,медленнее
slowly,медленно
slowness,медленность
sludgy,илистый
slues,поворачивать
slugabed,соня
sluggard,лентяй
sluggardly,лениво
sluggish,медленный
sluggishly,вяло
sluggishness,застой
sluing,поворачиваться
slum,трущоба
slumberer,соня
slumbering,дремать
slumberous,сонный
slumberously,сонно
slumbery,сонный
slumbrous,сонный
slumbrously,сонно
slung,бросать
slunk,ускользать
slurp,чавкать
slurrily,жидко
slush,слякоть
slusher,скрепер
slushiness,слякотность
slushy,слякотный
slut,потаскушка
sluttish,нечистоплотный
sluttishness,нечистоплотность
sly,хитрый
slyly,хитро
slyness,хитрость
small,небольшой
smallest,минимальный
smallish,мелковатый
smallness,ограничение
smart,умный
smartass,умник
smarten,вразумлять
smartingly,болезненно
smartly,шикарно
smashingly,сильно
smashups,крушение
smear,смазывать
smearer,очернитель
smeary,замазанный
smeller,нос
smellers,ноздря
smelliness,пахучесть
smelly,зловонный
smelter,плавильщик
smeltery,плавильня
smidgen,чуточка
smilax,плющ
smiled,улыбаться
smiler,улыбчивый
smilingly,улыбаясь
smirker,насмешник
smirkingly,усмехаясь
smite,поражать
smiter,поражающий
smithereens,вдребезги
smithery,кузница
smithies,кузница
smiths,кузнец
smithsonian,смитсоновский
smithy,кузница
smock,халат
smog,смог
smoke-dried,копченый
smokehouse,коптильня
smokeless,бездымный
smokelessly,бездымно
smoker,курильщик
smokey,закопченый
smokiness,задымленность
smolder,тлеть
smooch,чмок
smooched,чмокать
smooches,чмокать
smoothbore,гладкоствольный
smoothing,сглаживание
smoothly,гладко
smoothness,гладкость
smooths,разглаживать
smote,поражать
smother,душить
smothery,душный
smoulder,тлеть
smudginess,запачканность
smudgy,грязный
smug,самодовольный
smuggler,контрабандист
smugly,самодовольно
smugness,самодовольство
smut,сажа
smuts,чернить
smuttiness,закопченность
smutty,закопченный
snack-bar,закусочная
snaffle,трензель
snafu,путаница
snafus,путаница
snag,коряга
snagged,подцеплять
snagging,подцеплять
snaggy,сучковатый
snail,улитка
snaked,извиваться
snakelike,змееподобный
snakily,по-змеиному
snaking,длинный
snaky,змеиный
snapper,луциан
snappers,луциановый
snappish,раздражительный
snappy,быстрый
snapshot,кадр
snare,силок
snared,ловить
snares,ловить
snaring,ловить
snarler,рычун
snarlingly,ворчливо
snarly,ворчливый
snatch,хватать
snatcher,грабитель
snazzy,шикарный
sneaker,кед
sneakiness,пронырливость
sneakingly,крадучись
sneaky,пронырливый
sneerer,насмешник
sneerful,насмешливый
sneeringly,насмешливо
sneerly,насмешливо
sneeze,чихать
sneezer,чихающий
sneezy,чихающий
snick,зарубка
snicker,хихикать
snickeringly,хихикая
snickers,сникерс
snide,язвительный
snideness,язвительность
